-10,1,0,0,0
-9.950000000000003,1,0,0,0
-9.900000000000006,1,0,0,0
-10,1.05,0,0,0
-9.950000000000003,1.05,-7.030019534485638E-9,0,0
-9.900000000000006,1.05,-1.4289463044574757E-8,0,0
-10,1.1,0,0,0
-9.950000000000003,1.1,-1.3991205870323594E-8,0,0
-9.900000000000006,1.1,-2.8434302519449187E-8,0,0
-10,1.1500000000000001,0,0,0
-9.950000000000003,1.1500000000000001,-2.0822878765923105E-8,0,0
-9.900000000000006,1.1500000000000001,-4.22983701543291E-8,0,0
-10,1.2000000000000002,0,0,0
-9.950000000000003,1.2000000000000002,-2.7446921923581276E-8,0,0
-9.900000000000004,1.2000000000000002,-5.5725820518369626E-8,0,0
-9.850000000000005,1,0,0,0
-9.800000000000006,1,0,0,0
-9.850000000000005,1.05,-2.1678175527396475E-8,0,0
-9.800000000000004,1.0500000000000003,-2.9119138103525834E-8,0,0
-9.850000000000005,1.1,-4.3127379761501616E-8,0,0
-9.800000000000004,1.1000000000000003,-5.791694942313651E-8,0,0
-10,1.2500000000000002,0,0,0
-9.950000000000003,1.25,-3.3810239780412876E-8,0,0
-9.900000000000004,1.25,-6.858667702388818E-8,0,0
-10,1.3000000000000003,0,0,0
-9.950000000000003,1.3,-3.9823242717206225E-8,0,0
-9.900000000000004,1.2999999999999998,-8.070951186279119E-8,0,0
-9.750000000000007,1,0,0,0
-9.700000000000006,1,0,0,0
-9.750000000000005,1.0500000000000003,-3.654752754402278E-8,0,0
-9.700000000000005,1.0500000000000003,-4.3919898713517234E-8,0,0
-9.750000000000004,1.1000000000000003,-7.267409659005947E-8,0,0
-9.700000000000003,1.1000000000000003,-8.731301831941094E-8,0,0
-10,1.3500000000000003,0,0,0
-9.950000000000003,1.35,-4.544012659315359E-8,0,0
-9.900000000000004,1.35,-9.196758042119856E-8,0,0
-10,1.4000000000000004,0,0,0
-9.950000000000003,1.4000000000000004,-5.055554513357547E-8,0,0
-9.900000000000004,1.4000000000000004,-1.0216589493626035E-7,0,0
-9.650000000000006,1,0,0,0
-9.600000000000007,1,0,0,0
-9.650000000000006,1.0500000000000003,-5.120317293251908E-8,0,0
-9.600000000000005,1.05,-5.8381391101841095E-8,0,0
-9.650000000000004,1.1,-1.017687550879679E-7,0,0
-9.600000000000005,1.1,-1.1601063058576608E-7,0,0
-10,1.4500000000000004,0,0,0
-9.950000000000003,1.4500000000000002,-5.5130709136050534E-8,0,0
-9.900000000000002,1.4500000000000004,-1.1117558102661267E-7,0,0
-10,1.5000000000000004,0,0,0
-9.950000000000001,1.5000000000000004,-5.9035690194479936E-8,0,0
-9.900000000000002,1.5000000000000004,-1.187621234948015E-7,0,0
-9.550000000000008,1,0,0,0
-9.500000000000007,1,0,0,0
-9.550000000000008,1.05,-6.544628015438533E-8,0,0
-9.500000000000007,1.05,-7.240152282466363E-8,0,0
-9.550000000000006,1.1,-1.3002327653400763E-7,0,0
-9.500000000000007,1.1,-1.438150822535462E-7,0,0
-10,1.5500000000000005,0,0,0
-9.950000000000001,1.5500000000000005,-6.223794686272914E-8,0,0
-9.900000000000002,1.5500000000000003,-1.247821283015616E-7,0,0
-10,1.6000000000000005,0,0,0
-9.950000000000001,1.6000000000000005,-6.456272606827319E-8,0,0
-9.900000000000002,1.6000000000000003,-1.2892649592805757E-7,0,0
-9.450000000000006,1,0,0,0
-9.400000000000006,1,0,0,0
-9.450000000000006,1.05,-7.92557240633685E-8,0,0
-9.400000000000006,1.05,-8.602468922347213E-8,0,0
-9.450000000000006,1.1,-1.5740410625828E-7,0,0
-9.400000000000004,1.1,-1.7082256991342616E-7,0,0
-10,1.6500000000000006,0,0,0
-9.950000000000001,1.6500000000000008,-6.598078608617798E-8,0,0
-9.900000000000002,1.6500000000000008,-1.3100171401711525E-7,0,0
-10,1.7000000000000006,0,0,0
-9.95,1.7000000000000008,-6.621655161958165E-8,0,0
-9.9,1.700000000000001,-1.305382718139969E-7,0,0
-9.350000000000005,1,0,0,0
-9.300000000000006,1,0,0,0
-9.350000000000005,1.05,-9.272687432679683E-8,0,0
-9.300000000000004,1.0500000000000003,-9.938432234916522E-8,0,0
-9.350000000000005,1.1,-1.841078009365926E-7,0,0
-9.300000000000004,1.1000000000000003,-1.973040784576614E-7,0,0
-10,1.7500000000000007,0,0,0
-9.95,1.7500000000000009,-6.523191094487951E-8,0,0
-9.9,1.7500000000000007,-1.2715855826364617E-7,0,0
-10,1.8000000000000007,0,0,0
-9.95,1.8000000000000005,-6.244252936673809E-8,0,0
-9.9,1.8000000000000003,-1.1999833477052637E-7,0,0
-9.250000000000007,1,0,0,0
-9.200000000000006,1,0,0,0
-9.250000000000005,1.0500000000000003,-1.0602017222124263E-7,0,0
-9.200000000000003,1.05,-1.1265881229451208E-7,0,0
-9.250000000000004,1.1,-2.1045771854956853E-7,0,0
-9.200000000000001,1.1,-2.2361737775696696E-7,0,0
-10,1.8500000000000008,0,0,0
-9.95,1.8500000000000005,-5.774189795570439E-8,0,0
-9.9,1.8500000000000005,-1.0780447425991573E-7,0,0
-10,1.9000000000000008,0,0,0
-9.95,1.9000000000000008,-4.9076199058434086E-8,0,0
-9.9,1.9000000000000008,-8.861751817648332E-8,0,0
-9.150000000000006,1,0,0,0
-9.100000000000005,1,0,0,0
-9.150000000000004,1.0500000000000003,-1.1932483825607718E-7,0,0
-9.100000000000003,1.0500000000000003,-1.2604280747575368E-7,0,0
-9.150000000000002,1.1000000000000003,-2.3683203014145957E-7,0,0
-9.100000000000001,1.1000000000000005,-2.5015048316369373E-7,0,0
-10,1.9500000000000004,0,0,0
-9.95,1.9500000000000004,-3.540373513071243E-8,0,0
-9.899999999999999,1.9500000000000004,-5.5301993533775105E-8,0,0
-10,2,0,0,0
-9.95,2,0,0,0
-9.899999999999999,2,0,0,0
-9.050000000000004,1,0,0,0
-9.000000000000005,1,0,0,0
-9.050000000000002,1.0500000000000003,-1.328370863227471E-7,0,0
-9.000000000000004,1.05,-1.3973142978764587E-7,0,0
-9.05,1.1000000000000003,-2.636211143341885E-7,0,0
-9.000000000000002,1.1,-2.772910394540088E-7,0,0
-9.849999999999998,1.9000000000000008,-1.1847189422686685E-7,0,0
-9.799999999999994,1.9000000000000006,-1.4381232628494647E-7,0,0
-9.849999999999998,1.9500000000000004,-7.015208486980844E-8,0,0
-9.799999999999994,1.9500000000000002,-8.244039562203478E-8,0,0
-9.849999999999996,2,0,0,0
-9.799999999999994,2,0,0,0
-8.950000000000006,1,0,0,0
-8.900000000000006,1,0,0,0
-8.950000000000003,1.05,-1.4674930823826133E-7,0,0
-8.900000000000004,1.0499999999999998,-1.5391342659721818E-7,0,0
-8.950000000000003,1.1,-2.9120678915723576E-7,0,0
-8.900000000000002,1.0999999999999999,-3.0541335430482743E-7,0,0
-9.749999999999993,1.9000000000000004,-1.665406371506857E-7,0,0
-9.699999999999992,1.9,-1.8774858372540158E-7,0,0
-9.749999999999993,1.9500000000000002,-9.36582062718318E-8,0,0
-9.699999999999992,1.95,-1.0428790858668666E-7,0,0
-9.749999999999993,2,0,0,0
-9.699999999999992,2,0,0,0
-8.850000000000005,1,0,0,0
-8.800000000000006,1,0,0,0
-8.850000000000003,1.05,-1.612462739870317E-7,0,0
-8.800000000000004,1.0500000000000003,-1.687696321809192E-7,0,0
-8.850000000000001,1.1,-3.1995529484108677E-7,0,0
-8.8,1.1000000000000003,-3.348757610214155E-7,0,0
-9.649999999999991,1.9000000000000004,-2.0807202787896061E-7,0,0
-9.599999999999989,1.9000000000000008,-2.2783885250805025E-7,0,0
-9.649999999999991,1.9500000000000002,-1.1465491051036511E-7,0,0
-9.599999999999987,1.9500000000000004,-1.2486279185560517E-7,0,0
-9.64999999999999,2,0,0,0
-9.599999999999987,2,0,0,0
-8.750000000000007,1,0,0,0
-8.700000000000006,1,0,0,0
-8.750000000000004,1.0500000000000003,-1.765052080921701E-7,0,0
-8.700000000000003,1.0500000000000003,-1.8447414779195272E-7,0,0
-8.75,1.1000000000000003,-3.5021776029257185E-7,0,0
-8.700000000000001,1.1000000000000003,-3.6602318738837515E-7,0,0
-9.54999999999999,1.9000000000000008,-2.4727857699533004E-7,0,0
-9.49999999999999,1.9000000000000006,-2.665189475338676E-7,0,0
-9.549999999999988,1.9500000000000004,-1.350029989488256E-7,0,0
-9.499999999999988,1.9500000000000002,-1.4510818787833137E-7,0,0
-9.549999999999986,2,0,0,0
-9.499999999999986,2,0,0,0
-8.650000000000006,1,0,0,0
-8.600000000000005,1,0,0,0
-8.650000000000004,1.0500000000000003,-1.9269768619928644E-7,0,0
-8.600000000000003,1.05,-2.0119666757263838E-7,0,0
-8.650000000000002,1.1,-3.8233412214153347E-7,0,0
-8.600000000000001,1.1,-3.9919187093039435E-7,0,0
-9.449999999999987,1.9000000000000008,-2.8566552083842634E-7,0,0
-9.399999999999984,1.9000000000000008,-3.047904981084869E-7,0,0
-9.449999999999985,1.9500000000000004,-1.5521670647482293E-7,0,0
-9.399999999999983,1.9500000000000004,-1.6535044095887657E-7,0,0
-9.449999999999983,2,0,0,0
-9.39999999999998,2,0,0,0
-8.550000000000004,1,0,0,0
-8.500000000000005,1,0,0,0
-8.550000000000002,1.05,-2.099921885038741E-7,0,0
-8.500000000000004,1.05,-2.1910511968591742E-7,0,0
-8.55,1.1,-4.1663825008747564E-7,0,0
-8.5,1.1,-4.347146288600015E-7,0,0
-9.349999999999982,1.9000000000000008,-3.2396309385589444E-7,0,0
-9.29999999999998,1.9000000000000006,-3.432417020465642E-7,0,0
-9.34999999999998,1.9500000000000004,-1.7553737416227936E-7,0,0
-9.29999999999998,1.9500000000000002,-1.8580080326855265E-7,0,0
-9.34999999999998,2,0,0,0
-9.299999999999978,2,0,0,0
-8.450000000000006,1,0,0,0
-8.400000000000006,1,0,0,0
-8.450000000000003,1.05,-2.2855673909795582E-7,0,0
-8.400000000000002,1.05,-2.3836824802294798E-7,0,0
-8.45,1.1,-4.534631933817021E-7,0,0
-8.4,1.1,-4.7292597745155676E-7,0,0
-9.249999999999979,1.9000000000000008,-3.626864780226296E-7,0,0
-9.199999999999976,1.9000000000000008,-3.823538158633001E-7,0,0
-9.249999999999977,1.9500000000000004,-1.961687999338435E-7,0,0
-9.199999999999974,1.9500000000000004,-2.0666753081520904E-7,0,0
-9.249999999999975,2,0,0,0
-9.199999999999974,2,0,0,0
-8.350000000000005,1,0,0,0
-8.300000000000004,1,0,0,0
-8.350000000000001,1.05,-2.485614003034591E-7,0,0
-8.3,1.05,-2.591580054493141E-7,0,0
-8.349999999999998,1.1,-4.93146119301467E-7,0,0
-8.299999999999997,1.1,-5.141668660628E-7,0,0
-9.149999999999977,1.9000000000000008,-4.023027746282966E-7,0,0
