% Model,jelly_mech_structured.mph
% Version,COMSOL 5.6.0.280
% Date,"Feb 12 2021, 15:41"
% Dimension,1
% Nodes,101
% Expressions,1
% Description,Line graph
% cln1x,Height
0.49999999999999994,-0.005287675433963885
0.505,-0.005287689747334447
0.5162500000000002,-0.00198047680119754
0.5275000000000004,0.001461649412949621
0.5387500000000003,0.0042964333067656195
0.5500000000000003,0.006569229200964277
0.5612500000000002,0.008137627914187737
0.5725000000000001,0.008909812761934685
0.583749441354087,0.008423045191933666
0.5949988827081739,0.004307125111317306
0.5999983051715995,0.004312740086438501
0.6049977276350249,0.0043138638059620074
0.6162480958068008,0.004209228957526079
0.6274984639785768,0.004105127171763551
0.6387488321503527,0.0040050888928746834
0.6499992003221287,0.0039114002154412
0.6612495684939046,0.0038260295681769294
0.6724999366656805,0.003750618793639912
0.6837503048374565,0.0036867587612830705
0.6950006730092324,0.0036362011062938534
0.7000006781780261,0.00363692616527225
0.70500068334682,0.003636498400447332
0.7162505747290424,0.0035169412424898654
0.727500466111265,0.0033985307981375394
0.7387503574934874,0.0032821307756869846
0.7500002488757098,0.0031684384440159035
0.7612501402579323,0.0030580728371879203
0.7725000316401547,0.0029515654409831595
0.7837499230223771,0.0028494034316337864
0.7949998144045995,0.002752045309040771
0.7999998132359439,0.002752252700861796
0.804999812067288,0.002751915485521754
0.8162498435212858,0.002661626487585239
0.8274998749752833,0.002572140062801246
0.8387499064292807,0.00248382187497738
0.8499999378832782,0.002396981195531457
0.8612499693372757,0.002311898364276162
0.8725000007912732,0.002228819082038254
0.8837500322452708,0.002147969670042147
0.8950000636992684,0.0020695607692994083
0.9000000640464183,0.002069624871415753
0.9050000643935676,0.0020693941652414178
0.9162500952187923,0.0019994402677614644
0.927500126044017,0.0019299595472346486
0.9387501568692417,0.001861154639500809
0.9500001876944664,0.0017932019873252826
0.9612502185196911,0.001726263874520422
0.9725002493449157,0.0016604852091989806
0.9837502801701405,0.0015960008204129858
0.9950003109953653,0.0015329368857635794
1.0000003125549712,0.0015329376783682258
1.0050003141145771,0.0015327720090968795
1.016250284198135,0.0014754781087399373
1.0275002542816927,0.0014184274308928276
1.0387502243652504,0.0013617545049290185
1.0500001944488082,0.0013055790867629283
1.061250164532366,0.0012500125929676973
1.0725001346159238,0.00119515624839861
1.0837501046994815,0.001141105267483598
1.0950000747830393,0.0010879498768480592
1.1000000751303325,0.001087915079082758
1.1050000754776257,0.0010877890631502821
1.1162500309471337,0.0010385592221415808
1.127499986416642,9.893979777266075E-4
1.1387499418861502,9.404110206141869E-4
1.1499998973556587,8.916939794282136E-4
1.1612498528251674,8.43336597225726E-4
1.1724998082946754,7.954218474348799E-4
1.1837497637641834,7.480287251897372E-4
1.194999719233692,7.012336581809646E-4
1.1999997180640052,7.011747218990358E-4
1.2049997168943185,7.01075102045634E-4
1.216249714466127,6.569214667429651E-4
1.2274997120379358,6.126453322957431E-4
1.238749709609744,5.683545449690857E-4
1.249999707181552,5.241463975364236E-4
1.2612497047533602,4.801124912550007E-4
1.2724997023251683,4.36339462916992E-4
1.2837496998969764,3.9291121753648505E-4
1.2949996974687845,3.499136713721476E-4
1.2999996962989755,3.4983005007845714E-4
1.3049996951291665,3.497519388531071E-4
1.3162497455417115,3.0742597831054456E-4
1.3274997959542565,2.6436015668874504E-4
1.3387498463668017,2.207784722822464E-4
1.3499998967793463,1.7684856972524965E-4
1.3612499471918909,1.3271401094361792E-4
1.372499997604436,8.850800639057275E-5
1.3837500480169813,4.4342070128486965E-5
1.3950000984295259,3.4573497687165467E-7
1.4000000492147628,9.681792897826161E-8
1.4049999999999998,0
1.4162499999999998,0
1.4274999999999995,0
1.4387499999999995,0
1.4499999999999995,0
1.4612499999999995,0
1.4724999999999995,0
1.48375,0
1.495,0
1.5,0
