-10.995574287564276,0,NaN
-10.77566280181299,0,NaN
-10.555751316061706,0,NaN
-10.33583983031042,0,NaN
-10.115928344559133,0,NaN
-9.896016858807847,0,NaN
-9.676105373056563,0,NaN
-9.456193887305277,0,NaN
-9.236282401553991,0,NaN
-9.016370915802707,0,NaN
-8.79645943005142,0,NaN
-8.576547944300135,0,NaN
-8.356636458548849,0,NaN
-8.136724972797564,0,NaN
-7.916813487046278,0,NaN
-7.696902001294993,0,NaN
-7.476990515543708,0,NaN
-7.257079029792422,0,NaN
-7.037167544041136,0,NaN
-6.817256058289851,0,NaN
-6.5973445725385655,0,NaN
-6.3774330867872795,0,NaN
-6.157521601035994,0,NaN
-5.937610115284709,0,NaN
-5.717698629533423,0,NaN
-5.497787143782138,0,NaN
-5.277875658030852,0,NaN
-5.057964172279567,0,NaN
-4.838052686528282,0,NaN
-4.6181412007769955,0,NaN
-4.39822971502571,0,NaN
-4.178318229274424,0,NaN
-3.958406743523139,0,NaN
-3.738495257771854,0,NaN
-3.518583772020568,0,NaN
-3.2986722862692828,0,NaN
-3.0787608005179967,0,NaN
-2.8588493147667116,0,NaN
-2.6389378290154255,0,NaN
-2.4190263432641412,0,NaN
-2.199114857512855,0,NaN
-1.9792033717615691,0,NaN
-1.759291886010283,0,NaN
-1.5393804002589988,0,NaN
-1.3194689145077128,0,NaN
-1.0995574287564267,0,NaN
-0.8796459430051424,0,NaN
-0.6597344572538564,0,NaN
-0.4398229715025703,0,NaN
-0.21991148575128605,0,NaN
0,0,0.2769966132888651
0.21991148575128605,0,-0.028993955730292665
0.4398229715025721,0,-0.004886600655861248
0.6597344572538564,0,-0.001734420895631621
0.8796459430051424,0,-8.635245408570815E-4
1.0995574287564285,0,-4.6607533206156145E-4
1.3194689145077128,0,-2.537706232502934E-4
1.5393804002589988,0,-1.3648296651518825E-4
1.7592918860102849,0,-7.166267824565078E-5
1.9792033717615691,0,-3.6095292375183355E-5
2.199114857512855,0,-1.6886835284594117E-5
2.4190263432641412,0,-6.82916367519551E-6
2.6389378290154273,0,-1.7788802978558601E-6
2.8588493147667116,0,5.596873792071754E-7
3.0787608005179976,0,1.4801681310322166E-6
3.2986722862692837,0,1.6985287448481288E-6
3.518583772020568,0,1.5997615054569376E-6
3.738495257771854,0,1.3839370993460657E-6
3.95840674352314,0,1.1463850858994225E-6
4.178318229274426,0,9.287048781374583E-7
4.39822971502571,0,7.451501461648299E-7
4.618141200776996,0,5.972495729338878E-7
4.8380526865282825,0,4.806267514243616E-7
5.057964172279567,0,3.896480571646559E-7
5.277875658030853,0,3.188240175557388E-7
5.497787143782139,0,2.6345964013591514E-7
5.717698629533425,0,2.198592707391744E-7
5.937610115284711,0,1.8505820619310307E-7
6.157521601035993,0,1.5691696794258466E-7
6.3774330867872795,0,1.3385714935047088E-7
6.5973445725385655,0,1.1472241164729917E-7
6.817256058289852,0,9.86823957872436E-8
7.037167544041138,0,8.509149993571628E-8
7.257079029792424,0,7.348978787262842E-8
7.47699051554371,0,6.353066112279711E-8
7.696902001294992,0,5.4949088493534175E-8
7.916813487046278,0,4.754666154725968E-8
8.136724972797564,0,4.11541578882958E-8
8.35663645854885,0,3.564749122563344E-8
8.576547944300136,0,3.0932684705268955E-8
8.796459430051423,0,2.6943928417018437E-8
9.016370915802705,0,2.3649795642902918E-8
9.236282401553991,0,2.1045885917050598E-8
9.456193887305277,0,1.9183069476428457E-8
9.676105373056563,0,1.8186234333416388E-8
9.89601685880785,0,1.8265629669567396E-8
10.115928344559135,0,1.9583581440024055E-8
10.335839830310421,0,2.1492606251530463E-8
10.555751316061704,0,2.1115772820468795E-8
